Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-7.5,0,0,255,255,255
250,-7.5,0,0.0474,255,255,255
500,-7.5,0,0.2195,255,255,255
750,-7.5,0,0.5,255,255,255
1000,-7.5,0,0.8703,255,255,255
1250,-7.5,0,1.3121,255,255,255
1500,-7.5,0,1.8083,255,255,255
1750,-7.5,0,2.3437,255,255,255
2000,-7.5,0,2.9005,255,255,255
2250,-7.5,0,3.4611,255,255,255
2500,-7.5,0,4.0076,255,255,255
2750,-7.5,0,4.5223,255,255,255
3000,-7.5,0,4.9874,255,255,255
3250,-7.5,0,5.3853,255,255,255
3500,-7.5,0,5.6982,255,255,255
3750,-7.5,0,5.9084,255,255,255
4000,-7.5,0,5.998,255,255,255
4250,-7.5,0,6,255,255,255
4500,-7.5,0,6,255,255,255
4750,-7.5,0,6,255,255,255
5000,-7.5,0,6,255,255,255
5250,-7.5,0,6,255,255,255
5500,-7.5,0,6,255,255,255
5750,-7.5,0,6,255,255,255
6000,-7.5,0,6,255,255,255
6250,-7.5019,0.0014,6.0113,255,255,255
6500,-7.5092,0.0068,6.0542,255,255,255
6750,-7.5218,0.016,6.1279,255,255,255
7000,-7.5394,0.0289,6.2311,255,255,255
7250,-7.5619,0.0454,6.3628,255,255,255
7500,-7.5889,0.0653,6.5216,255,255,255
7750,-7.6204,0.0884,6.7064,255,255,255
8000,-7.6562,0.1147,6.9159,255,255,255
8250,-7.6959,0.1438,7.149,255,255,255
8500,-7.7395,0.1758,7.4044,255,255,255
8750,-7.7866,0.2104,7.681,255,255,255
9000,-7.8371,0.2476,7.9774,255,255,255
9250,-7.8909,0.287,8.2925,255,255,255
9500,-7.9476,0.3286,8.6252,255,255,255
9750,-8.007,0.3723,8.974,255,255,255
10000,-8.0691,0.4179,9.338,255,255,255
10250,-8.1335,0.4652,9.7158,255,255,255
10500,-8.2001,0.5141,10.1063,255,255,255
10750,-8.2686,0.5644,10.5081,255,255,255
11000,-8.3388,0.616,10.9203,255,255,255
11250,-8.4106,0.6687,11.3414,255,255,255
11500,-8.4837,0.7225,11.7703,255,255,255
11750,-8.5579,0.777,12.2058,255,255,255
12000,-8.6331,0.8322,12.6466,255,255,255
12250,-8.7089,0.8879,13.0917,255,255,255
12500,-8.7853,0.944,13.5396,255,255,255
12750,-8.8619,1.0004,13.9894,255,255,255
13000,-8.9387,1.0567,14.4396,255,255,255
13250,-9.0153,1.1131,14.8892,255,255,255
13500,-9.0916,1.1691,15.3369,255,255,255
13750,-9.1673,1.2248,15.7815,255,255,255
14000,-9.2424,1.28,16.2217,255,255,255
14250,-9.3164,1.3344,16.6565,255,255,255
14500,-9.3894,1.3881,17.0845,255,255,255
14750,-9.4609,1.4407,17.5046,255,255,255
15000,-9.5309,1.4922,17.9155,255,255,255
15250,-9.5991,1.5424,18.316,255,255,255
15500,-9.6654,1.5911,18.705,255,255,255
15750,-9.7295,1.6382,19.0811,255,255,255
16000,-9.7909,1.6835,19.4421,255,255,255
16250,-9.8493,1.7264,19.7847,255,255,255
16500,-9.9044,1.767,20.1082,255,255,255
16750,-9.9562,1.8051,20.412,255,255,255
17000,-10.0045,1.8406,20.6956,255,255,255
17250,-10.0492,1.8735,20.9581,255,255,255
17500,-10.0903,1.9037,21.1992,255,255,255
17750,-10.1276,1.9312,21.418,255,255,255
18000,-10.161,1.9557,21.6139,255,255,255
18250,-10.1904,1.9774,21.7865,255,255,255
18500,-10.2157,1.996,21.9349,255,255,255
18750,-10.2368,2.0115,22.0586,255,255,255
19000,-10.2536,2.0238,22.1569,255,255,255
19250,-10.266,2.0329,22.2293,255,255,255
19500,-10.2738,2.0386,22.2751,255,255,255
19750,-10.2769,2.041,22.2936,255,255,255
20000,-10.277,2.041,22.294,255,255,255
20250,-10.277,2.041,22.294,255,255,255
20500,-10.277,2.041,22.294,255,255,255
20750,-10.277,2.041,22.294,255,255,255
21000,-10.277,2.041,22.294,255,255,255
21250,-10.277,2.041,22.294,255,255,255
21500,-10.277,2.041,22.294,255,255,255
21750,-10.277,2.041,22.294,255,255,255
22000,-10.277,2.041,22.294,255,255,255
22250,-10.277,2.041,22.294,255,255,255
22500,-10.277,2.041,22.294,255,255,255
22750,-10.277,2.041,22.294,255,255,255
23000,-10.277,2.041,22.294,255,255,255
23250,-10.277,2.041,22.294,255,255,255
23500,-10.277,2.041,22.294,255,255,255
