t,lat,lon,alt,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
10.0,35.69838795,51.2687281,1320.0,-6.898589290926696e-05,-2.104821433590557e-05,0.0,1.7052830501851115e-12,5.684282254961234e-13,0.0,193.9,70,255,0,0
10.05,35.69838450070535,51.26872704758928,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,8.526415250925679e-13,1.421082489964226e-12,0.0,193.82758928571428,70,255,0,0
10.100000000000001,35.69838105141071,51.26872599517857,1320.0,-6.89858928240028e-05,-2.104821419379732e-05,0.0,-5.684341886080801e-13,0.0,0.0,193.7551785714286,70,255,0,0
10.150000000000002,35.69837760211607,51.268724942767854,1320.0,-6.898589288084622e-05,-2.104821430748416e-05,0.0,0.0,-1.1368683772161603e-12,0.0,193.68276785714286,70,255,0,0
10.200000000000003,35.69837415282142,51.26872389035714,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,0.0,0.0,0.0,193.61035714285714,70,255,0,0
10.250000000000004,35.698370703526784,51.26872283794643,1320.0,-6.898589288084622e-05,-2.104821430748416e-05,0.0,-5.684341886080801e-13,0.0,0.0,193.53794642857142,70,255,0,0
10.300000000000004,35.69836725423214,51.26872178553571,1320.0,-6.898589288084622e-05,-2.104821430748416e-05,0.0,5.684341886080801e-13,1.1368683772161603e-12,0.0,193.46553571428572,70,255,0,0
10.350000000000005,35.6983638049375,51.268720733124994,1320.0,-6.89858928240028e-05,-2.104821419379732e-05,0.0,0.0,0.0,0.0,193.393125,70,255,0,0
10.400000000000006,35.698360355642855,51.268719680714284,1320.0,-6.898589288084622e-05,-2.104821430748416e-05,0.0,0.0,-1.1368683772161603e-12,0.0,193.32071428571427,70,255,0,0
10.450000000000006,35.69835690634821,51.26871862830357,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,5.684341886080801e-13,0.0,0.0,193.24830357142858,70,255,0,0
10.500000000000007,35.69835345705357,51.26871757589286,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,-1.1368683772161603e-12,0.0,0.0,193.17589285714286,70,255,0,0
10.550000000000008,35.698350007758926,51.26871652348214,1320.0,-6.898589293768964e-05,-2.104821430748416e-05,0.0,-5.684341886080801e-13,1.1368683772161603e-12,0.0,193.10348214285713,70,255,0,0
10.600000000000009,35.69834655846428,51.268715471071424,1320.0,-6.898589288084622e-05,-2.104821419379732e-05,0.0,1.1368683772161603e-12,0.0,0.0,193.0310714285714,70,255,0,0
10.65000000000001,35.69834310916964,51.268714418660714,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,5.684341886080801e-13,-1.1368683772161603e-12,0.0,192.9586607142857,70,255,0,0
10.70000000000001,35.698339659874996,51.26871336625,1320.0,-6.89858928240028e-05,-2.104821430748416e-05,0.0,0.0,1.1368683772161603e-12,0.0,192.88625,70,255,0,0
