idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-10.500000000000002,13.500000000000005,1.438356721209042e-18,0.0006876138496281214,0.0008274925759721441,0.0005192919381109758,-0.019784092330965564,-0.0028499505067003383,-0.016528612920739844,0.0,70.0,255.0,255.0,255.0
1,0.05,-10.49996561930752,13.500041374628804,2.596459690555023e-05,-0.00030159076692015674,0.0006849950506371272,-0.00030713870792601657,-0.02950312695499946,-0.0039186819465797385,-0.02482684276601729,0.0,70.0,255.0,255.0,255.0
2,0.1,-10.500030159076694,13.500068499505069,-3.071387079260022e-05,-0.0022626988458718245,0.00043562438131417025,-0.0019633923384907532,-0.03887613849631322,-0.004274925759695236,-0.03319291938110976,0.0,70.0,255.0,255.0,255.0
3,0.15000000000000002,-10.500191889192108,13.500084937066935,-0.00017037463694352512,-0.0041892046165514785,0.00025750247466760356,-0.0036264306460369934,-0.03818409233335984,-0.0028499505031476247,-0.03332861292074168,0.0,70.0,255.0,255.0,255.0
4,0.2,-10.500449079538349,13.500094249752536,-0.00039335693539629957,-0.006081108079207809,0.00015062933099940778,-0.005296253630564921,-0.0374842410035825,-0.0014152205245920868,-0.03346715317798685,0.0,70.0,255.0,255.0,255.0
5,0.25,-10.500800000000028,13.500100000000035,-0.0007000000000000172,-0.007937628716909728,0.00011598042220839488,-0.006973145963835678,-0.036739509974204054,7.559912003074487e-05,-0.0336220620615124,0.0,70.0,255.0,255.0,255.0
6,0.30000000000000004,-10.50124284241004,13.500105847794757,-0.0010906715317798674,-0.009755059076628214,0.00015818924300248227,-0.008658459836716162,-0.035937974698185826,0.0016374114965245212,-0.033797688723235984,0.0,70.0,255.0,255.0,255.0
7,0.35000000000000003,-10.501775505907691,13.500115818924336,-0.0015658459836716335,-0.01153142618672831,0.000279721571860847,-0.010352914836159277,-0.035181319119281795,0.0031431342035759258,-0.033956946758677345,0.0,70.0,255.0,255.0,255.0
8,0.4,-10.502395985028713,13.500133819951943,-0.002125963015395795,-0.013273190988556394,0.00047250266336007485,-0.012054154512583896,-0.03463193401280762,0.004389814749927723,-0.03404060862635135,0.0,70.0,255.0,255.0,255.0
9,0.45,-10.503102825006547,13.500163069190672,-0.002771261434930023,-0.014994619588009073,0.0007187030468536193,-0.013756975698794412,-0.03443098624931196,0.005209421910556955,-0.03399655544893722,0.0,70.0,255.0,255.0,255.0
10,0.5,-10.503895446987514,13.500205690256628,-0.0035016605852752365,-0.01671628961348759,0.0009934448544157704,-0.015453810057477618,-0.03470916125873913,0.005478509202028192,-0.03377412052749936,0.0,70.0,255.0,255.0,255.0
11,0.55,-10.504774453967896,13.500262413676113,-0.004316642440677785,-0.018465535713882986,0.0012665539670564385,-0.01713438775154435,-0.03550940525158808,0.005156230712266563,-0.0333566746059338,0.0,70.0,255.0,255.0,255.0
