Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-7.5,-7.5,0,255,255,255
250,-7.5007,-7.5001,0.0009,255,255,255
500,-7.5032,-7.5005,0.0043,255,255,255
750,-7.5077,-7.5013,0.0103,255,255,255
1000,-7.5141,-7.5023,0.0188,255,255,255
1250,-7.5223,-7.5037,0.0299,255,255,255
1500,-7.5324,-7.5054,0.0434,255,255,255
1750,-7.5444,-7.5074,0.0595,255,255,255
2000,-7.5583,-7.5097,0.0781,255,255,255
2250,-7.574,-7.5123,0.0991,255,255,255
2500,-7.5916,-7.5152,0.1226,255,255,255
2750,-7.611,-7.5184,0.1486,255,255,255
3000,-7.6322,-7.5219,0.177,255,255,255
3250,-7.6552,-7.5258,0.2078,255,255,255
3500,-7.68,-7.5299,0.241,255,255,255
3750,-7.7066,-7.5343,0.2766,255,255,255
4000,-7.735,-7.539,0.3147,255,255,255
4250,-7.7652,-7.544,0.3551,255,255,255
4500,-7.7971,-7.5493,0.3978,255,255,255
4750,-7.8308,-7.5549,0.4429,255,255,255
5000,-7.8662,-7.5608,0.4903,255,255,255
5250,-7.9034,-7.567,0.5401,255,255,255
5500,-7.9423,-7.5734,0.5921,255,255,255
5750,-7.9829,-7.5802,0.6465,255,255,255
6000,-8.0252,-7.5872,0.7031,255,255,255
6250,-8.0692,-7.5945,0.7621,255,255,255
6500,-8.1149,-7.6021,0.8232,255,255,255
6750,-8.1622,-7.6099,0.8866,255,255,255
7000,-8.2112,-7.6181,0.9523,255,255,255
7250,-8.2619,-7.6265,1.0201,255,255,255
7500,-8.3143,-7.6352,1.0902,255,255,255
7750,-8.3682,-7.6441,1.1624,255,255,255
8000,-8.4238,-7.6534,1.2368,255,255,255
8250,-8.481,-7.6629,1.3134,255,255,255
8500,-8.5398,-7.6726,1.3922,255,255,255
8750,-8.6002,-7.6827,1.4731,255,255,255
9000,-8.6622,-7.693,1.5561,255,255,255
9250,-8.7258,-7.7035,1.6412,255,255,255
9500,-8.791,-7.7143,1.7284,255,255,255
9750,-8.8577,-7.7254,1.8177,255,255,255
10000,-8.9259,-7.7367,1.9091,255,255,255
10250,-8.9957,-7.7483,2.0025,255,255,255
