Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-1.5,10.5,0,255,255,255
250,-1.5003,10.4997,0.0015,255,255,255
500,-1.5017,10.4987,0.0075,255,255,255
750,-1.504,10.4969,0.0179,255,255,255
1000,-1.5073,10.4943,0.0327,255,255,255
1250,-1.5116,10.4909,0.0519,255,255,255
1500,-1.5168,10.4868,0.0754,255,255,255
1750,-1.5231,10.4819,0.1033,255,255,255
2000,-1.5303,10.4762,0.1356,255,255,255
2250,-1.5384,10.4698,0.1721,255,255,255
2500,-1.5476,10.4627,0.2129,255,255,255
2750,-1.5576,10.4548,0.258,255,255,255
3000,-1.5686,10.4462,0.3073,255,255,255
3250,-1.5806,10.4368,0.3608,255,255,255
3500,-1.5935,10.4267,0.4185,255,255,255
3750,-1.6073,10.4158,0.4804,255,255,255
4000,-1.6221,10.4042,0.5464,255,255,255
4250,-1.6377,10.392,0.6165,255,255,255
4500,-1.6543,10.3789,0.6908,255,255,255
4750,-1.6718,10.3652,0.7691,255,255,255
5000,-1.6902,10.3508,0.8515,255,255,255
5250,-1.7096,10.3356,0.9379,255,255,255
5500,-1.7298,10.3198,1.0283,255,255,255
5750,-1.7509,10.3032,1.1227,255,255,255
6000,-1.7729,10.286,1.221,255,255,255
6250,-1.7957,10.2681,1.3233,255,255,255
6500,-1.8195,10.2494,1.4295,255,255,255
6750,-1.8441,10.2301,1.5396,255,255,255
7000,-1.8696,10.2101,1.6536,255,255,255
7250,-1.8959,10.1895,1.7715,255,255,255
7500,-1.9231,10.1682,1.8931,255,255,255
7750,-1.9512,10.1462,2.0186,255,255,255
8000,-1.9801,10.1235,2.1478,255,255,255
8250,-2.0098,10.1002,2.2809,255,255,255
8500,-2.0404,10.0762,2.4176,255,255,255
8750,-2.0718,10.0516,2.5581,255,255,255
9000,-2.1041,10.0263,2.7022,255,255,255
9250,-2.1371,10.0003,2.8501,255,255,255
9500,-2.171,9.9738,3.0015,255,255,255
