Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-13.5,10.5,0,255,255,255
250,-13.5014,10.5,0.0012,255,255,255
500,-13.5068,10.5,0.0057,255,255,255
750,-13.5162,10.4999,0.0135,255,255,255
1000,-13.5297,10.4998,0.0246,255,255,255
1250,-13.5471,10.4997,0.0391,255,255,255
1500,-13.5685,10.4995,0.0569,255,255,255
1750,-13.5939,10.4994,0.0779,255,255,255
2000,-13.6232,10.4992,0.1022,255,255,255
2250,-13.6564,10.499,0.1298,255,255,255
2500,-13.6935,10.4987,0.1605,255,255,255
2750,-13.7345,10.4985,0.1945,255,255,255
3000,-13.7793,10.4982,0.2317,255,255,255
3250,-13.8279,10.4979,0.2721,255,255,255
3500,-13.8804,10.4975,0.3156,255,255,255
3750,-13.9366,10.4972,0.3622,255,255,255
4000,-13.9966,10.4968,0.412,255,255,255
4250,-14.0603,10.4964,0.4649,255,255,255
4500,-14.1278,10.4959,0.5209,255,255,255
4750,-14.199,10.4955,0.5799,255,255,255
5000,-14.2738,10.495,0.6421,255,255,255
5250,-14.3523,10.4945,0.7072,255,255,255
5500,-14.4345,10.494,0.7754,255,255,255
5750,-14.5203,10.4934,0.8466,255,255,255
6000,-14.6097,10.4929,0.9207,255,255,255
6250,-14.7026,10.4923,0.9979,255,255,255
6500,-14.7992,10.4917,1.078,255,255,255
6750,-14.8992,10.491,1.161,255,255,255
7000,-15.0028,10.4904,1.2469,255,255,255
7250,-15.1099,10.4897,1.3358,255,255,255
7500,-15.2205,10.489,1.4275,255,255,255
7750,-15.3345,10.4883,1.5222,255,255,255
8000,-15.452,10.4876,1.6196,255,255,255
8250,-15.5729,10.4868,1.7199,255,255,255
8500,-15.6971,10.4861,1.823,255,255,255
8750,-15.8248,10.4853,1.929,255,255,255
9000,-15.9558,10.4845,2.0377,255,255,255
9250,-16.0901,10.4836,2.1492,255,255,255
9500,-16.2278,10.4828,2.2634,255,255,255
9750,-16.3687,10.4819,2.3803,255,255,255
10000,-16.513,10.481,2.5,255,255,255
10250,-16.6604,10.4801,2.6224,255,255,255
10500,-16.8112,10.4792,2.7474,255,255,255
10750,-16.9651,10.4783,2.8752,255,255,255
11000,-17.1222,10.4773,3.0055,255,255,255
11250,-17.2825,10.4764,3.1385,255,255,255
11500,-17.4459,10.4754,3.2742,255,255,255
11750,-17.6125,10.4744,3.4124,255,255,255
12000,-17.7821,10.4734,3.5532,255,255,255
12250,-17.9549,10.4723,3.6965,255,255,255
12500,-18.1307,10.4713,3.8424,255,255,255
12750,-18.3096,10.4702,3.9909,255,255,255
13000,-18.4915,10.4692,4.1418,255,255,255
13250,-18.6764,10.4681,4.2953,255,255,255
13500,-18.8643,10.467,4.4512,255,255,255
13750,-19.0552,10.4658,4.6096,255,255,255
14000,-19.249,10.4647,4.7704,255,255,255
14250,-19.4457,10.4636,4.9336,255,255,255
14500,-19.6453,10.4624,5.0993,255,255,255
14750,-19.8479,10.4612,5.2674,255,255,255
15000,-20.0532,10.46,5.4378,255,255,255
15250,-20.2615,10.4588,5.6106,255,255,255
15500,-20.4725,10.4576,5.7857,255,255,255
15750,-20.6864,10.4564,5.9632,255,255,255
16000,-20.903,10.4551,6.1429,255,255,255
16250,-21.1224,10.4539,6.325,255,255,255
16500,-21.3445,10.4526,6.5093,255,255,255
16750,-21.5693,10.4513,6.6959,255,255,255
17000,-21.7969,10.4501,6.8847,255,255,255
17250,-22.0271,10.4488,7.0758,255,255,255
17500,-22.26,10.4474,7.2691,255,255,255
17750,-22.4955,10.4461,7.4645,255,255,255
18000,-22.7336,10.4448,7.6621,255,255,255
18250,-22.9744,10.4435,7.8619,255,255,255
18500,-23.2177,10.4421,8.0638,255,255,255
18750,-23.4635,10.4407,8.2678,255,255,255
19000,-23.7119,10.4394,8.474,255,255,255
19250,-23.9628,10.438,8.6822,255,255,255
19500,-24.2162,10.4366,8.8925,255,255,255
19750,-24.4721,10.4352,9.1049,255,255,255
20000,-24.7304,10.4338,9.3192,255,255,255
20250,-24.9912,10.4324,9.5356,255,255,255
20500,-25.2543,10.431,9.754,255,255,255
20750,-25.5199,10.4295,9.9744,255,255,255
21000,-25.7878,10.4281,10.1968,255,255,255
21250,-26.0581,10.4267,10.4211,255,255,255
21500,-26.3307,10.4252,10.6473,255,255,255
21750,-26.6056,10.4238,10.8755,255,255,255
22000,-26.8828,10.4223,11.1055,255,255,255
22250,-27.1623,10.4208,11.3375,255,255,255
22500,-27.444,10.4193,11.5713,255,255,255
22750,-27.7279,10.4179,11.8069,255,255,255
23000,-28.0141,10.4164,12.0444,255,255,255
23250,-28.3024,10.4149,12.2837,255,255,255
23500,-28.5929,10.4134,12.5248,255,255,255
23750,-28.8855,10.4119,12.7677,255,255,255
24000,-29.1803,10.4104,13.0124,255,255,255
24250,-29.4772,10.4088,13.2587,255,255,255
24500,-29.7761,10.4073,13.5069,255,255,255
24750,-30.0771,10.4058,13.7567,255,255,255
25000,-30.3802,10.4043,14.0082,255,255,255
25250,-30.6853,10.4027,14.2614,255,255,255
25500,-30.9923,10.4012,14.5163,255,255,255
25750,-31.3014,10.3997,14.7728,255,255,255
26000,-31.6124,10.3981,15.0309,255,255,255
26250,-31.9254,10.3966,15.2907,255,255,255
26500,-32.2402,10.3951,15.552,255,255,255
26750,-32.557,10.3935,15.8149,255,255,255
27000,-32.8757,10.392,16.0794,255,255,255
27250,-33.1962,10.3904,16.3454,255,255,255
27500,-33.5185,10.3889,16.613,255,255,255
27750,-33.8427,10.3873,16.882,255,255,255
28000,-34.1686,10.3857,17.1526,255,255,255
28250,-34.4963,10.3842,17.4246,255,255,255
28500,-34.8258,10.3826,17.6981,255,255,255
28750,-35.157,10.3811,17.973,255,255,255
29000,-35.4899,10.3795,18.2493,255,255,255
29250,-35.8246,10.378,18.5271,255,255,255
29500,-36.1608,10.3764,18.8062,255,255,255
29750,-36.4988,10.3749,19.0867,255,255,255
30000,-36.8384,10.3733,19.3686,255,255,255
30250,-37.1795,10.3718,19.6518,255,255,255
30500,-37.5223,10.3702,19.9363,255,255,255
30750,-37.8667,10.3687,20.2221,255,255,255
31000,-38.2125,10.3671,20.5093,255,255,255
31250,-38.56,10.3656,20.7976,255,255,255
31500,-38.9089,10.364,21.0873,255,255,255
31750,-39.2593,10.3625,21.3781,255,255,255
32000,-39.6112,10.3609,21.6702,255,255,255
32250,-39.9645,10.3594,21.9635,255,255,255
32500,-40.3193,10.3579,22.258,255,255,255
32750,-40.6754,10.3563,22.5537,255,255,255
33000,-41.0329,10.3548,22.8505,255,255,255
33250,-41.3919,10.3533,23.1484,255,255,255
33500,-41.7521,10.3518,23.4474,255,255,255
33750,-42.1137,10.3503,23.7476,255,255,255
34000,-42.4765,10.3488,24.0488,255,255,255
34250,-42.8407,10.3473,24.3511,255,255,255
34500,-43.2061,10.3457,24.6545,255,255,255
34750,-43.5728,10.3442,24.9588,255,255,255
35000,-43.9406,10.3427,25.2642,255,255,255
35250,-44.3097,10.3412,25.5706,255,255,255
35500,-44.6799,10.3396,25.8779,255,255,255
35750,-45.0513,10.338,26.1862,255,255,255
36000,-45.4238,10.3365,26.4954,255,255,255
36250,-45.7975,10.3349,26.8056,255,255,255
36500,-46.1722,10.3333,27.1167,255,255,255
36750,-46.548,10.3317,27.4286,255,255,255
37000,-46.9248,10.33,27.7414,255,255,255
37250,-47.3027,10.3284,28.0551,255,255,255
37500,-47.6816,10.3267,28.3696,255,255,255
37750,-48.0615,10.3251,28.6849,255,255,255
38000,-48.4423,10.3234,29.0011,255,255,255
38250,-48.8241,10.3217,29.318,255,255,255
38500,-49.2068,10.3201,29.6357,255,255,255
38750,-49.5905,10.3184,29.9541,255,255,255
39000,-49.975,10.3166,30.2733,255,255,255
39250,-50.3604,10.3149,30.5932,255,255,255
39500,-50.7466,10.3132,30.9138,255,255,255
39750,-51.1336,10.3115,31.2351,255,255,255
40000,-51.5215,10.3097,31.557,255,255,255
40250,-51.9101,10.3079,31.8796,255,255,255
40500,-52.2995,10.3062,32.2028,255,255,255
40750,-52.6897,10.3044,32.5267,255,255,255
41000,-53.0805,10.3026,32.8511,255,255,255
41250,-53.4721,10.3008,33.1762,255,255,255
41500,-53.8644,10.299,33.5017,255,255,255
41750,-54.2573,10.2972,33.8279,255,255,255
42000,-54.6508,10.2954,34.1545,255,255,255
42250,-55.045,10.2935,34.4817,255,255,255
42500,-55.4397,10.2917,34.8094,255,255,255
42750,-55.8351,10.2899,35.1375,255,255,255
43000,-56.231,10.288,35.4661,255,255,255
43250,-56.6274,10.2861,35.7952,255,255,255
43500,-57.0244,10.2843,36.1247,255,255,255
43750,-57.4218,10.2824,36.4546,255,255,255
44000,-57.8198,10.2805,36.7849,255,255,255
44250,-58.2181,10.2786,37.1155,255,255,255
44500,-58.617,10.2767,37.4466,255,255,255
44750,-59.0162,10.2748,37.7779,255,255,255
45000,-59.4158,10.2729,38.1096,255,255,255
45250,-59.8158,10.271,38.4416,255,255,255
45500,-60.2161,10.2691,38.7739,255,255,255
45750,-60.6168,10.2671,39.1065,255,255,255
46000,-61.0178,10.2652,39.4393,255,255,255
46250,-61.4191,10.2632,39.7724,255,255,255
46500,-61.8206,10.2613,40.1056,255,255,255
46750,-62.2224,10.2593,40.4391,255,255,255
47000,-62.6244,10.2574,40.7728,255,255,255
47250,-63.0267,10.2554,41.1067,255,255,255
47500,-63.4291,10.2534,41.4407,255,255,255
47750,-63.8317,10.2515,41.7748,255,255,255
48000,-64.2344,10.2495,42.1091,255,255,255
48250,-64.6373,10.2475,42.4435,255,255,255
48500,-65.0402,10.2455,42.7779,255,255,255
48750,-65.4433,10.2435,43.1124,255,255,255
49000,-65.8464,10.2415,43.447,255,255,255
49250,-66.2496,10.2395,43.7816,255,255,255
49500,-66.6527,10.2375,44.1163,255,255,255
49750,-67.0559,10.2355,44.4509,255,255,255
50000,-67.4591,10.2334,44.7855,255,255,255
50250,-67.8622,10.2314,45.1201,255,255,255
50500,-68.2653,10.2294,45.4546,255,255,255
50750,-68.6683,10.2274,45.7891,255,255,255
51000,-69.0712,10.2253,46.1235,255,255,255
51250,-69.4739,10.2233,46.4578,255,255,255
51500,-69.8765,10.2213,46.7919,255,255,255
51750,-70.279,10.2192,47.126,255,255,255
52000,-70.6813,10.2172,47.4598,255,255,255
52250,-71.0834,10.2151,47.7935,255,255,255
52500,-71.4852,10.2131,48.1271,255,255,255
52750,-71.8868,10.211,48.4604,255,255,255
53000,-72.2882,10.209,48.7935,255,255,255
53250,-72.6892,10.2069,49.1263,255,255,255
53500,-73.09,10.2048,49.4589,255,255,255
53750,-73.4904,10.2028,49.7913,255,255,255
54000,-73.8905,10.2007,50.1233,255,255,255
54250,-74.2902,10.1987,50.4551,255,255,255
54500,-74.6895,10.1966,50.7865,255,255,255
54750,-75.0884,10.1945,51.1176,255,255,255
55000,-75.4869,10.1925,51.4483,255,255,255
55250,-75.8849,10.1904,51.7786,255,255,255
55500,-76.2825,10.1883,52.1086,255,255,255
55750,-76.6796,10.1863,52.4381,255,255,255
56000,-77.0761,10.1842,52.7673,255,255,255
56250,-77.4722,10.1821,53.0959,255,255,255
56500,-77.8676,10.1801,53.4242,255,255,255
56750,-78.2625,10.178,53.7519,255,255,255
57000,-78.6568,10.1759,54.0791,255,255,255
57250,-79.0505,10.1738,54.4059,255,255,255
57500,-79.4436,10.1718,54.7321,255,255,255
57750,-79.836,10.1697,55.0578,255,255,255
58000,-80.2277,10.1676,55.3829,255,255,255
58250,-80.6188,10.1656,55.7074,255,255,255
58500,-81.0091,10.1635,56.0313,255,255,255
