Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,5,2.5,0,255,255,255
250,5,2.5,0.0032,45,255,217
500,5,2.5,0.0156,2,255,209
750,5,2.5,0.0372,2,255,209
1000,5,2.5,0.0678,2,255,209
1250,5,2.5,0.1073,2,255,209
1500,5,2.5,0.1557,2,255,209
1750,5,2.5,0.2128,2,255,209
2000,5,2.5,0.2784,2,255,209
2250,5,2.5,0.3525,2,255,209
2500,5,2.5,0.435,2,255,209
2750,5,2.5,0.5256,2,255,209
3000,5,2.5,0.6244,2,255,209
3250,5,2.5,0.7312,2,255,209
3500,5,2.5,0.8458,2,255,209
3750,5,2.5,0.9682,2,255,209
4000,5,2.5,1.0983,2,255,209
4250,5,2.5,1.2358,2,255,209
4500,5,2.5,1.3808,2,255,209
4750,5,2.5,1.5331,2,255,209
5000,5,2.5,1.6925,2,255,209
5250,5,2.5,1.8589,2,255,209
5500,5,2.5,2.0323,2,255,209
5750,5,2.5,2.2126,2,255,209
6000,5,2.5,2.3995,2,255,209
6250,5,2.5,2.5929,2,255,209
6500,5,2.5,2.7929,2,255,209
6750,5,2.5,2.9992,2,255,209
7000,5,2.5,3.2117,2,255,209
7250,5,2.5,3.4303,2,255,209
7500,5,2.5,3.6549,2,255,209
7750,5,2.5,3.8854,2,255,209
8000,5,2.5,4.1217,2,255,209
8250,5,2.5,4.3635,2,255,209
8500,5,2.5,4.6109,2,255,209
8750,5,2.5,4.8637,2,255,209
9000,5,2.5,5.1218,2,255,209
9250,5,2.5,5.385,2,255,209
9500,5,2.5,5.6533,2,255,209
9750,5,2.5,5.9265,2,255,209
10000,5,2.5,6.2046,2,255,209
10250,5,2.5,6.4873,2,255,209
10500,5,2.5,6.7746,2,255,209
10750,5,2.5,7.0664,2,255,209
11000,5,2.5,7.3625,2,255,209
11250,5,2.5,7.6628,2,255,209
11500,5,2.5,7.9672,2,255,209
11750,5,2.5,8.2756,2,255,209
12000,5,2.5,8.5879,2,255,209
12250,5,2.5,8.9039,2,255,209
12500,5,2.5,9.2236,2,255,209
12750,5,2.5,9.5468,2,255,209
13000,5,2.5,9.8734,2,255,209
13250,5,2.5,10.2033,2,255,209
13500,5,2.5,10.5363,2,255,209
13750,5,2.5,10.8724,2,255,209
14000,5,2.5,11.2115,2,255,209
14250,5,2.5,11.5534,2,255,209
14500,5,2.5,11.8981,2,255,209
14750,5,2.5,12.2453,2,255,209
15000,5,2.5,12.5951,2,255,209
15250,5,2.5,12.9472,2,255,209
15500,5,2.5,13.3016,2,255,209
15750,5,2.5,13.6581,2,255,209
16000,5,2.5,14.0166,2,255,209
16250,5,2.5,14.3771,2,255,209
16500,5,2.5,14.7393,2,255,209
16750,5,2.5,15.1032,2,255,209
17000,5,2.5,15.4686,2,255,209
17250,5,2.5,15.8355,2,255,209
17500,5,2.5,16.2037,2,255,209
17750,5,2.5,16.5731,2,255,209
18000,5,2.5,16.9436,2,255,209
18250,5,2.5,17.315,2,255,209
18500,5,2.5,17.6873,2,255,209
18750,5,2.5,18.0604,2,255,209
19000,5,2.5,18.434,2,255,209
19250,5,2.5,18.8081,2,255,209
19500,5,2.5,19.1826,2,255,209
19750,5,2.5,19.5574,2,255,209
20000,5,2.5,19.9323,2,255,209
20250,5,2.5,20.3073,2,255,209
20500,5,2.5,20.6821,2,255,209
20750,5,2.5,21.0568,2,255,209
21000,5,2.5,21.4311,2,255,209
21250,5,2.5,21.805,2,255,209
21500,5,2.5,22.1783,2,255,209
21750,5,2.5,22.5509,2,255,209
22000,5,2.5,22.9228,2,255,209
22250,5,2.5,23.2937,2,255,209
22500,5,2.5,23.6636,2,255,209
22750,5,2.5,24.0324,2,255,209
23000,5,2.5,24.3998,2,255,209
23250,5,2.5,24.766,2,255,209
23500,5,2.5,25.1306,2,255,209
23750,5,2.5,25.4936,2,255,209
24000,5,2.5,25.8548,2,255,209
24250,5,2.5,26.2142,2,255,209
24500,5,2.5,26.5717,2,255,209
24750,5,2.5,26.927,2,255,209
25000,5,2.5,27.2802,2,255,209
25250,5,2.5,27.631,2,255,209
25500,5,2.5,27.9794,2,255,209
25750,5,2.5,28.3252,2,255,209
26000,5,2.5,28.6684,2,255,209
26250,5,2.5,29.0088,2,255,209
26500,5,2.5,29.3462,2,255,209
26750,5,2.5,29.6807,2,255,209
27000,5,2.5,30.012,2,255,209
27250,5,2.5,30.34,2,255,209
27500,5,2.5,30.6647,2,255,209
27750,5,2.5,30.9859,2,255,209
28000,5,2.5,31.3034,2,255,209
28250,5,2.5,31.6173,2,255,209
28500,5,2.5,31.9273,2,255,209
28750,5,2.5,32.2333,2,255,209
29000,5,2.5,32.5352,2,255,209
29250,5,2.5,32.833,2,255,209
29500,5,2.5,33.1264,2,255,209
29750,5,2.5,33.4154,2,255,209
30000,5,2.5,33.6999,2,255,209
30250,5,2.5,33.9796,2,255,209
30500,5,2.5,34.2546,2,255,209
30750,5,2.5,34.5247,2,255,209
31000,5,2.5,34.7898,2,255,209
31250,5,2.5,35.0498,2,255,209
31500,5,2.5,35.3044,2,255,209
31750,5,2.5,35.5538,2,255,209
32000,5,2.5,35.7976,2,255,209
32250,5,2.5,36.0358,2,255,209
32500,5,2.5,36.2683,2,255,209
32750,5,2.5,36.495,2,255,209
33000,5,2.5,36.7156,2,255,209
33250,5,2.5,36.9303,2,255,209
33500,5,2.5,37.1387,2,255,209
33750,5,2.5,37.3408,2,255,209
34000,5,2.5,37.5365,2,255,209
34250,5,2.5,37.7257,2,255,209
34500,5,2.5,37.9082,2,255,209
34750,5,2.5,38.0839,2,255,209
35000,5,2.5,38.2527,2,255,209
35250,5,2.5,38.4145,2,255,209
35500,5,2.5,38.5691,2,255,209
35750,5,2.5,38.7165,2,255,209
36000,5,2.5,38.8566,2,255,209
36250,5,2.5,38.9892,2,255,209
36500,5,2.5,39.1141,2,255,209
36750,5,2.5,39.2314,2,255,209
37000,5,2.5,39.3408,2,255,209
37250,5,2.5,39.4422,2,255,209
37500,5,2.5,39.5356,2,255,209
37750,5,2.5,39.6208,2,255,209
38000,5,2.5,39.6977,2,255,209
38250,5,2.5,39.7662,2,255,209
38500,5,2.5,39.8262,2,255,209
38750,5,2.5,39.8774,2,255,209
39000,5,2.5,39.9199,2,255,209
39250,5,2.5,39.9535,2,255,209
39500,5,2.5,39.9782,2,255,209
39750,5,2.5,39.9936,2,255,209
40000,5,2.5,39.9999,7,255,36
40250,5,2.5,40,8,255,1
40500,5,2.5,40,8,255,1
40750,5,2.5,40,8,255,1
41000,5,2.5,40,8,255,1
41250,5,2.5,40,8,255,1
41500,5,2.5,40,8,255,1
41750,5,2.5,40,8,255,1
42000,5,2.5,40,8,255,1
42250,5,2.5,40,8,255,1
42500,5,2.5,40,8,255,1
42750,5,2.5,40,8,255,1
43000,5,2.5,40,8,255,1
43250,5,2.5,40,8,255,1
43500,5,2.5,40,8,255,1
43750,5,2.5,40,8,255,1
44000,5,2.5,40,8,255,1
44250,5.0019,2.5177,39.9952,8,255,1
44500,5.0096,2.5866,39.9765,8,255,1
44750,5.0232,2.7094,39.9431,8,255,1
45000,5.043,2.8879,39.8947,8,255,1
45250,5.0693,3.1239,39.8306,8,255,1
45500,5.1023,3.4192,39.7504,8,255,1
45750,5.1423,3.7757,39.6537,8,255,1
46000,5.1894,4.1952,39.5398,8,255,1
46250,5.2434,4.6756,39.4095,8,255,1
46500,5.3033,5.2093,39.2647,8,255,1
46750,5.3689,5.7939,39.106,8,255,1
47000,5.4399,6.4271,38.9342,8,255,1
47250,5.5161,7.1066,38.7498,8,255,1
47500,5.5971,7.8301,38.5534,8,255,1
47750,5.6828,8.5954,38.3457,8,255,1
48000,5.7728,9.4002,38.1272,212,53,185
48250,5.867,10.2421,37.8986,249,12,223
48500,5.965,11.1191,37.6605,244,12,223
48750,6.0665,12.0287,37.4135,240,11,224
49000,6.1714,12.9686,37.1581,235,11,224
49250,6.2794,13.9367,36.8951,231,11,225
49500,6.3901,14.9306,36.625,226,11,226
49750,6.5035,15.9482,36.3485,221,11,226
50000,6.6193,16.9872,36.0662,217,11,227
50250,6.7373,18.0453,35.7786,212,10,227
50500,6.8572,19.1204,35.4865,207,10,228
50750,6.9788,20.2102,35.1905,203,10,229
51000,7.1018,21.3124,34.891,198,10,229
51250,7.226,22.4248,34.5889,193,10,230
51500,7.3511,23.5451,34.2846,189,9,230
51750,7.4769,24.6711,33.9788,184,9,231
52000,7.6031,25.8004,33.672,179,9,232
52250,7.7295,26.9309,33.365,175,9,232
52500,7.8557,28.0603,33.0583,170,9,233
52750,7.9816,29.1864,32.7526,165,9,234
53000,8.1069,30.3068,32.4483,161,8,234
53250,8.2314,31.4193,32.1462,156,8,235
53500,8.3547,32.5217,31.8469,152,8,235
53750,8.4766,33.6117,31.551,147,8,236
54000,8.597,34.6871,31.259,142,8,237
54250,8.7154,35.7456,30.9717,138,7,237
54500,8.8318,36.7849,30.6895,133,7,238
54750,8.9457,37.8028,30.4132,128,7,238
55000,9.0571,38.797,30.1433,124,7,239
55250,9.1655,39.7653,29.8804,119,7,240
55500,9.2708,40.7054,29.6252,114,6,240
55750,9.3727,41.6151,29.3783,110,6,241
56000,9.4709,42.4921,29.1403,105,6,241
56250,9.5652,43.3341,28.9117,100,6,242
56500,9.6554,44.139,28.6933,96,6,243
56750,9.7411,44.9043,28.4855,91,6,243
57000,9.8222,45.628,28.2891,86,5,244
57250,9.8984,46.3077,28.1046,82,5,245
57500,9.9694,46.9412,27.9327,77,5,245
57750,10.035,47.5262,27.7739,73,5,246
58000,10.0949,48.0604,27.629,68,5,246
58250,10.1488,48.5416,27.4984,63,4,247
58500,10.1966,48.9676,27.3827,59,4,248
58750,10.2379,49.3361,27.2827,54,4,248
59000,10.2725,49.6448,27.199,49,4,249
59250,10.3001,49.8916,27.132,45,4,249
59500,10.3206,50.074,27.0825,40,4,250
59750,10.3336,50.1899,27.0511,35,3,251
60000,10.3389,50.237,27.0383,31,3,251
60250,10.339,50.238,27.038,26,3,252
60500,10.339,50.238,27.038,21,3,252
60750,10.339,50.238,27.038,17,3,253
61000,10.339,50.238,27.038,12,2,254
61250,10.339,50.238,27.038,7,2,254
61500,10.339,50.238,27.038,3,2,255
61750,10.339,50.238,27.038,2,2,255
62000,10.339,50.238,27.038,2,2,255
62250,10.339,50.238,27.038,2,2,255
62500,10.339,50.238,27.038,2,2,255
62750,10.339,50.238,27.038,2,2,255
63000,10.339,50.238,27.038,2,2,255
63250,10.339,50.238,27.038,2,2,255
63500,10.339,50.238,27.038,2,2,255
63750,10.339,50.238,27.038,2,2,255
64000,10.339,50.238,27.038,2,2,255
64250,10.339,50.238,27.038,2,2,255
64500,10.339,50.238,27.038,2,2,255
64750,10.339,50.238,27.038,2,2,255
65000,10.339,50.238,27.038,2,2,255
65250,10.339,50.238,27.038,2,2,255
65500,10.339,50.238,27.038,2,2,255
65750,10.339,50.238,27.038,2,2,255
66000,10.339,50.238,27.038,2,2,255
66250,10.339,50.238,27.038,2,2,255
66500,10.339,50.238,27.038,2,2,255
66750,10.339,50.238,27.038,2,2,255
67000,10.339,50.238,27.038,2,2,255
67250,10.339,50.238,27.038,2,2,255
67500,10.339,50.238,27.038,2,2,255
