Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-2.5,0,0,0,0,0
250,-2.5,0,0.0097,0,0,0
500,-2.5,0,0.0465,0,0,0
750,-2.5,0,0.1102,0,0,0
1000,-2.5,0,0.2,0,0,0
1250,-2.5,0,0.3153,0,0,0
1500,-2.5,0,0.4554,0,0,0
1750,-2.5,0,0.6194,0,0,0
2000,-2.5,0,0.8068,0,0,0
2250,-2.5,0,1.0168,0,0,0
2500,-2.5,0,1.2487,0,0,0
2750,-2.5,0,1.5018,0,0,0
3000,-2.5,0,1.7755,0,0,0
3250,-2.5,0,2.0689,0,0,0
3500,-2.5,0,2.3814,0,0,0
3750,-2.5,0,2.7123,0,0,0
4000,-2.5,0,3.0609,0,0,0
4250,-2.5,0,3.4265,0,0,0
4500,-2.5,0,3.8083,0,0,0
4750,-2.5,0,4.2057,0,0,0
5000,-2.5,0,4.618,0,0,0
5250,-2.5,0,5.0444,0,0,0
5500,-2.5,0,5.4842,0,0,0
5750,-2.5,0,5.9368,0,0,0
6000,-2.5,0,6.4014,0,0,0
6250,-2.5,0,6.8774,0,0,0
6500,-2.5,0,7.364,0,0,0
6750,-2.5,0,7.8605,0,0,0
7000,-2.5,0,8.3662,0,0,0
7250,-2.5,0,8.8804,0,0,0
7500,-2.5,0,9.4026,0,0,0
7750,-2.5,0,9.9319,0,0,0
8000,-2.5,0,10.4676,0,0,0
8250,-2.5,0,11.0092,0,0,0
8500,-2.5,0,11.5558,0,0,0
8750,-2.5,0,12.1068,0,0,0
9000,-2.5,0,12.6614,0,0,0
9250,-2.5,0,13.219,0,0,0
9500,-2.5,0,13.7788,0,0,0
9750,-2.5,0,14.3402,0,0,0
10000,-2.5,0,14.9024,106,109,1
10250,-2.5,0,15.4648,130,128,1
10500,-2.5,0,16.0266,133,125,1
10750,-2.5,0,16.5871,136,122,1
11000,-2.5,0,17.1456,139,119,1
11250,-2.5,0,17.7015,142,116,1
11500,-2.5,0,18.254,145,113,1
11750,-2.5,0,18.8024,148,110,1
12000,-2.5,0,19.346,151,106,1
12250,-2.5,0,19.8841,155,103,1
12500,-2.5,0,20.4161,158,100,1
12750,-2.5,0,20.9411,161,97,1
13000,-2.5,0,21.4585,164,94,1
13250,-2.5,0,21.9676,167,91,1
13500,-2.5,0,22.4677,170,87,1
13750,-2.5,0,22.958,173,84,1
14000,-2.5,0,23.438,176,81,1
14250,-2.5,0,23.9068,180,78,1
14500,-2.5,0,24.3638,183,75,1
14750,-2.5,0,24.8082,186,72,1
15000,-2.5,0,25.2395,189,69,1
15250,-2.5,0,25.6567,192,65,2
15500,-2.5,0,26.0594,195,62,2
15750,-2.5,0,26.4466,198,59,2
16000,-2.5,0,26.8179,201,56,2
16250,-2.5,0,27.1723,205,53,2
16500,-2.5,0,27.5093,208,50,2
16750,-2.5,0,27.8282,211,47,2
17000,-2.5,0,28.1281,214,43,2
17250,-2.5,0,28.4085,217,40,2
17500,-2.5,0,28.6686,220,37,2
17750,-2.5,0,28.9078,223,34,2
18000,-2.5,0,29.1252,226,31,2
18250,-2.5,0,29.3203,229,28,2
18500,-2.5,0,29.4922,233,25,2
18750,-2.5,0,29.6404,236,21,2
19000,-2.5,0,29.7641,239,18,2
19250,-2.5,0,29.8625,242,15,2
19500,-2.5,0,29.9351,245,12,2
19750,-2.5,0,29.981,248,9,2
20000,-2.5,0,29.9996,251,6,2
20250,-2.5,0,30,254,3,2
20500,-2.5,0,30,255,2,3
20750,-2.5,0,30,255,2,4
21000,-2.5,0,30,255,2,6
21250,-2.5,0,30,255,2,7
21500,-2.5,0,30,255,2,8
21750,-2.5,0,30,255,2,9
22000,-2.5,0,30,255,2,11
22250,-2.5,0,30,255,2,12
22500,-2.5,0,30,255,2,13
22750,-2.5,0,30,255,2,15
23000,-2.5,0,30,255,2,16
23250,-2.5,0,30,255,2,17
23500,-2.5,0,30,255,2,18
23750,-2.5,0,30,255,2,20
24000,-2.5,0,30,255,2,21
24250,-2.5,0,30,255,2,22
24500,-2.5,0,30,255,2,23
24750,-2.5,0,30,255,2,25
25000,-2.5,0,30,255,2,26
25250,-2.5,0,30,255,2,27
25500,-2.5,0,30,255,2,29
25750,-2.5,0,30,255,2,30
26000,-2.5032,-0.0021,30,255,2,31
26250,-2.5156,-0.0103,30.0002,255,2,32
26500,-2.5371,-0.0245,30.0006,255,2,34
26750,-2.5677,-0.0447,30.001,255,2,35
27000,-2.6071,-0.0708,30.0016,255,2,36
27250,-2.6554,-0.1027,30.0023,255,2,37
27500,-2.7124,-0.1404,30.0031,255,2,39
27750,-2.778,-0.1837,30.0041,255,2,40
28000,-2.852,-0.2326,30.0052,255,2,41
28250,-2.9344,-0.2871,30.0064,255,2,43
28500,-3.025,-0.347,30.0077,255,2,44
28750,-3.1237,-0.4123,30.0092,255,2,45
29000,-3.2305,-0.4829,30.0107,255,2,46
29250,-3.3451,-0.5587,30.0124,255,2,48
29500,-3.4676,-0.6397,30.0142,255,2,49
29750,-3.5977,-0.7257,30.0161,255,2,50
30000,-3.7353,-0.8168,30.0181,255,2,51
30250,-3.8804,-0.9127,30.0202,255,2,53
30500,-4.0328,-1.0136,30.0224,255,2,54
30750,-4.1924,-1.1192,30.0247,255,2,55
31000,-4.3592,-1.2295,30.0271,255,2,57
31250,-4.5329,-1.3445,30.0296,255,2,58
31500,-4.7135,-1.464,30.0322,255,2,59
31750,-4.9008,-1.588,30.0349,255,2,60
32000,-5.0948,-1.7164,30.0376,255,1,62
32250,-5.2953,-1.8491,30.0405,255,1,63
32500,-5.5022,-1.9861,30.0434,255,1,64
32750,-5.7154,-2.1273,30.0464,255,1,65
33000,-5.9348,-2.2726,30.0496,255,1,67
33250,-6.1603,-2.4219,30.0527,255,1,68
33500,-6.3917,-2.5752,30.056,255,1,69
33750,-6.629,-2.7324,30.0593,255,1,71
34000,-6.872,-2.8933,30.0627,255,1,72
34250,-7.1206,-3.0581,30.0662,255,1,73
34500,-7.3747,-3.2264,30.0698,255,1,74
34750,-7.6342,-3.3984,30.0734,255,1,76
35000,-7.899,-3.5739,30.0771,255,1,77
35250,-8.1689,-3.7528,30.0808,255,1,78
35500,-8.4439,-3.9351,30.0846,255,1,79
35750,-8.7238,-4.1207,30.0885,255,1,81
36000,-9.0085,-4.3095,30.0924,255,1,82
