Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,7.5,-1.5,0,255,255,255
250,7.5002,-1.5002,0.0008,255,255,255
500,7.5008,-1.501,0.0037,255,255,255
750,7.502,-1.5024,0.0089,255,255,255
1000,7.5037,-1.5043,0.0163,255,255,255
1250,7.5058,-1.5069,0.0259,255,255,255
1500,7.5085,-1.51,0.0376,255,255,255
1750,7.5116,-1.5138,0.0516,255,255,255
2000,7.5152,-1.518,0.0676,255,255,255
2250,7.5193,-1.5229,0.0859,255,255,255
2500,7.5239,-1.5283,0.1062,255,255,255
2750,7.529,-1.5343,0.1287,255,255,255
3000,7.5345,-1.5409,0.1533,255,255,255
3250,7.5405,-1.548,0.18,255,255,255
3500,7.547,-1.5557,0.2088,255,255,255
3750,7.554,-1.5639,0.2397,255,255,255
4000,7.5614,-1.5727,0.2726,255,255,255
4250,7.5692,-1.5821,0.3076,255,255,255
4500,7.5776,-1.5919,0.3447,255,255,255
4750,7.5864,-1.6024,0.3838,255,255,255
5000,7.5956,-1.6133,0.4249,255,255,255
5250,7.6053,-1.6248,0.468,255,255,255
5500,7.6155,-1.6368,0.5131,255,255,255
5750,7.6261,-1.6494,0.5602,255,255,255
6000,7.6371,-1.6625,0.6093,255,255,255
6250,7.6486,-1.6761,0.6603,255,255,255
6500,7.6605,-1.6902,0.7133,255,255,255
6750,7.6729,-1.7049,0.7682,255,255,255
7000,7.6857,-1.7201,0.8251,255,255,255
7250,7.6989,-1.7357,0.8839,255,255,255
7500,7.7126,-1.7519,0.9446,255,255,255
7750,7.7267,-1.7686,1.0072,255,255,255
8000,7.7412,-1.7858,1.0717,255,255,255
8250,7.7561,-1.8035,1.1381,255,255,255
8500,7.7715,-1.8217,1.2063,255,255,255
8750,7.7873,-1.8404,1.2764,255,255,255
9000,7.8035,-1.8596,1.3483,255,255,255
9250,7.8201,-1.8793,1.422,255,255,255
9500,7.8371,-1.8994,1.4976,255,255,255
9750,7.8545,-1.9201,1.575,255,255,255
10000,7.8723,-1.9412,1.6542,255,255,255
10250,7.8905,-1.9628,1.7351,255,255,255
10500,7.9092,-1.9848,1.8179,255,255,255
10750,7.9282,-2.0074,1.9024,255,255,255
11000,7.9476,-2.0304,1.9886,255,255,255
11250,7.9674,-2.0539,2.0766,255,255,255
11500,7.9876,-2.0778,2.1663,255,255,255
11750,8.0082,-2.1022,2.2578,255,255,255
12000,8.0291,-2.127,2.3509,255,255,255
12250,8.0505,-2.1523,2.4458,255,255,255
12500,8.0722,-2.178,2.5423,255,255,255
12750,8.0943,-2.2042,2.6405,255,255,255
13000,8.1168,-2.2309,2.7404,255,255,255
13250,8.1396,-2.2579,2.8419,255,255,255
13500,8.1628,-2.2855,2.945,255,255,255
13750,8.1864,-2.3134,3.0498,255,255,255
14000,8.2104,-2.3418,3.1562,255,255,255
14250,8.2347,-2.3706,3.2642,255,255,255
14500,8.2593,-2.3998,3.3738,255,255,255
14750,8.2844,-2.4295,3.4849,255,255,255
15000,8.3097,-2.4595,3.5977,255,255,255
15250,8.3355,-2.49,3.712,255,255,255
15500,8.3615,-2.5209,3.8278,255,255,255
15750,8.388,-2.5522,3.9452,255,255,255
16000,8.4147,-2.5839,4.0641,255,255,255
16250,8.4418,-2.6161,4.1845,255,255,255
16500,8.4693,-2.6486,4.3065,255,255,255
16750,8.4971,-2.6815,4.4299,255,255,255
17000,8.5252,-2.7148,4.5548,255,255,255
17250,8.5536,-2.7485,4.6812,255,255,255
17500,8.5824,-2.7826,4.809,255,255,255
17750,8.6115,-2.8171,4.9383,255,255,255
18000,8.6409,-2.8519,5.069,255,255,255
18250,8.6706,-2.8872,5.2011,255,255,255
18500,8.7007,-2.9228,5.3347,255,255,255
18750,8.7311,-2.9588,5.4696,255,255,255
19000,8.7618,-2.9952,5.606,255,255,255
19250,8.7928,-3.0319,5.7437,255,255,255
19500,8.8241,-3.069,5.8828,255,255,255
19750,8.8557,-3.1064,6.0232,255,255,255
20000,8.8876,-3.1443,6.165,255,255,255
20250,8.9198,-3.1824,6.3082,255,255,255
20500,8.9523,-3.221,6.4526,255,255,255
20750,8.9851,-3.2598,6.5984,255,255,255
21000,9.0182,-3.2991,6.7454,255,255,255
21250,9.0516,-3.3386,6.8938,255,255,255
21500,9.0853,-3.3785,7.0434,255,255,255
21750,9.1193,-3.4188,7.1943,255,255,255
22000,9.1535,-3.4594,7.3464,255,255,255
22250,9.188,-3.5003,7.4998,255,255,255
22500,9.2228,-3.5415,7.6544,255,255,255
22750,9.2579,-3.5831,7.8103,255,255,255
23000,9.2933,-3.625,7.9673,255,255,255
23250,9.3289,-3.6672,8.1256,255,255,255
23500,9.3648,-3.7097,8.285,255,255,255
23750,9.4009,-3.7525,8.4456,255,255,255
24000,9.4373,-3.7957,8.6074,255,255,255
24250,9.474,-3.8391,8.7704,255,255,255
24500,9.5109,-3.8829,8.9344,255,255,255
24750,9.5481,-3.9269,9.0996,255,255,255
25000,9.5855,-3.9713,9.266,255,255,255
25250,9.6232,-4.016,9.4334,255,255,255
25500,9.6612,-4.0609,9.6019,255,255,255
25750,9.6993,-4.1061,9.7715,255,255,255
26000,9.7377,-4.1517,9.9422,255,255,255
26250,9.7764,-4.1975,10.114,255,255,255
26500,9.8153,-4.2436,10.2868,255,255,255
26750,9.8544,-4.2899,10.4606,255,255,255
27000,9.8938,-4.3366,10.6355,255,255,255
27250,9.9334,-4.3835,10.8114,255,255,255
27500,9.9732,-4.4307,10.9883,255,255,255
27750,10.0132,-4.4781,11.1662,255,255,255
28000,10.0535,-4.5258,11.3451,255,255,255
28250,10.094,-4.5738,11.5249,255,255,255
28500,10.1347,-4.622,11.7057,255,255,255
28750,10.1756,-4.6705,11.8875,255,255,255
29000,10.2167,-4.7192,12.0702,255,255,255
29250,10.258,-4.7682,12.2538,255,255,255
29500,10.2996,-4.8174,12.4384,255,255,255
29750,10.3413,-4.8669,12.6238,255,255,255
30000,10.3832,-4.9166,12.8101,255,255,255
30250,10.4254,-4.9665,12.9974,255,255,255
30500,10.4677,-5.0167,13.1855,255,255,255
30750,10.5103,-5.0671,13.3744,255,255,255
31000,10.553,-5.1177,13.5642,255,255,255
31250,10.5959,-5.1685,13.7549,255,255,255
31500,10.639,-5.2196,13.9463,255,255,255
31750,10.6823,-5.2709,14.1386,255,255,255
32000,10.7257,-5.3224,14.3317,255,255,255
32250,10.7694,-5.3741,14.5256,255,255,255
32500,10.8132,-5.426,14.7202,255,255,255
32750,10.8571,-5.4781,14.9157,255,255,255
33000,10.9013,-5.5304,15.1119,255,255,255
33250,10.9456,-5.583,15.3088,255,255,255
33500,10.9901,-5.6357,15.5065,255,255,255
33750,11.0348,-5.6886,15.7049,255,255,255
34000,11.0796,-5.7417,15.904,255,255,255
34250,11.1246,-5.795,16.1038,255,255,255
34500,11.1697,-5.8485,16.3043,255,255,255
34750,11.215,-5.9021,16.5054,255,255,255
35000,11.2604,-5.956,16.7073,255,255,255
35250,11.306,-6.01,16.9098,255,255,255
35500,11.3517,-6.0642,17.1129,255,255,255
35750,11.3976,-6.1185,17.3167,255,255,255
36000,11.4436,-6.173,17.5211,255,255,255
36250,11.4897,-6.2277,17.7261,255,255,255
36500,11.536,-6.2825,17.9318,255,255,255
36750,11.5824,-6.3375,18.138,255,255,255
37000,11.6289,-6.3927,18.3447,255,255,255
37250,11.6756,-6.448,18.5521,255,255,255
37500,11.7224,-6.5034,18.76,255,255,255
37750,11.7693,-6.559,18.9684,255,255,255
38000,11.8164,-6.6148,19.1774,255,255,255
38250,11.8635,-6.6706,19.3869,255,255,255
38500,11.9108,-6.7267,19.5969,255,255,255
38750,11.9582,-6.7828,19.8074,255,255,255
39000,12.0057,-6.8391,20.0184,255,255,255
39250,12.0533,-6.8955,20.2299,255,255,255
39500,12.101,-6.952,20.4418,255,255,255
39750,12.1488,-7.0086,20.6542,255,255,255
40000,12.1967,-7.0654,20.8671,255,255,255
40250,12.2447,-7.1223,21.0803,255,255,255
40500,12.2928,-7.1793,21.294,255,255,255
40750,12.3409,-7.2364,21.5081,255,255,255
