Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,1.5,-3,0,255,1,2
250,1.5,-3,0.0048,255,1,2
500,1.5,-3,0.0234,255,1,2
750,1.5,-3,0.0557,255,1,2
1000,1.5,-3,0.1016,255,1,2
1250,1.5,-3,0.1608,255,1,2
1500,1.5,-3,0.2333,255,1,2
1750,1.5,-3,0.3188,255,1,2
2000,1.5,-3,0.4171,255,1,2
2250,1.5,-3,0.5282,255,1,2
2500,1.5,-3,0.6517,255,1,2
2750,1.5,-3,0.7876,255,1,2
3000,1.5,-3,0.9357,255,1,2
3250,1.5,-3,1.0957,255,1,2
3500,1.5,-3,1.2675,255,1,2
3750,1.5,-3,1.451,255,1,2
4000,1.5,-3,1.6459,255,1,2
4250,1.5,-3,1.8521,255,1,2
4500,1.5,-3,2.0694,255,1,2
4750,1.5,-3,2.2976,255,1,2
5000,1.5,-3,2.5365,255,1,2
5250,1.5,-3,2.7861,255,1,2
5500,1.5,-3,3.046,255,1,2
5750,1.5,-3,3.3162,255,1,2
6000,1.5,-3,3.5965,255,1,2
6250,1.5,-3,3.8866,255,1,2
6500,1.5,-3,4.1864,255,1,2
6750,1.5,-3,4.4957,255,1,2
7000,1.5,-3,4.8143,255,1,2
7250,1.5,-3,5.1422,255,1,2
7500,1.5,-3,5.479,255,1,2
7750,1.5,-3,5.8247,255,1,2
8000,1.5,-3,6.179,255,1,2
8250,1.5,-3,6.5418,255,1,2
8500,1.5,-3,6.9128,255,1,2
8750,1.5,-3,7.292,255,1,2
9000,1.5,-3,7.6791,255,1,2
9250,1.5,-3,8.074,255,1,2
9500,1.5,-3,8.4765,255,1,2
9750,1.5,-3,8.8864,255,1,2
10000,1.5,-3,9.3036,255,1,2
10250,1.5,-3,9.7278,255,1,2
10500,1.5,-3,10.1589,255,1,2
10750,1.5,-3,10.5967,255,1,2
11000,1.5,-3,11.041,255,1,2
11250,1.5,-3,11.4917,255,1,2
11500,1.5,-3,11.9486,255,1,2
11750,1.5,-3,12.4115,255,1,2
12000,1.5,-3,12.8802,255,1,2
12250,1.5,-3,13.3546,255,1,2
12500,1.5,-3,13.8345,255,1,2
12750,1.5,-3,14.3197,255,1,2
13000,1.5,-3,14.81,255,1,2
13250,1.5,-3,15.3053,255,1,2
13500,1.5,-3,15.8054,255,1,2
13750,1.5,-3,16.31,255,1,2
14000,1.5,-3,16.8191,255,1,2
14250,1.5,-3,17.3324,255,1,2
14500,1.5,-3,17.8498,255,1,2
14750,1.5,-3,18.3711,255,1,2
15000,1.5,-3,18.8961,255,1,2
15250,1.5,-3,19.4247,255,1,2
15500,1.5,-3,19.9566,255,1,2
15750,1.5,-3,20.4917,255,1,2
16000,1.5,-3,21.0298,255,1,2
16250,1.5,-3,21.5708,255,1,2
16500,1.5,-3,22.1144,255,1,2
16750,1.5,-3,22.6605,255,1,2
17000,1.5,-3,23.2089,255,1,2
17250,1.5,-3,23.7595,255,1,2
17500,1.5,-3,24.312,255,1,2
17750,1.5,-3,24.8663,255,1,2
18000,1.5,-3,25.4223,255,1,2
18250,1.5,-3,25.9796,255,1,2
18500,1.5,-3,26.5382,255,1,2
18750,1.5,-3,27.0979,255,1,2
19000,1.5,-3,27.6585,255,1,2
19250,1.5,-3,28.2198,255,1,2
19500,1.5,-3,28.7817,255,1,2
19750,1.5,-3,29.344,255,1,2
20000,1.5,-3,29.9065,255,1,2
20250,1.5,-3,30.469,255,1,2
20500,1.5,-3,31.0313,255,1,2
20750,1.5,-3,31.5933,255,1,2
21000,1.5,-3,32.1549,255,1,2
21250,1.5,-3,32.7157,255,1,2
21500,1.5,-3,33.2757,255,1,2
21750,1.5,-3,33.8347,50,212,3
22000,1.5,-3,34.3925,9,255,3
22250,1.5,-3,34.9489,9,255,3
22500,1.5,-3,35.5037,9,255,3
22750,1.5,-3,36.0568,9,255,3
23000,1.5,-3,36.608,9,255,3
23250,1.5,-3,37.1571,9,255,3
23500,1.5,-3,37.704,9,255,3
23750,1.5,-3,38.2484,9,255,3
24000,1.5,-3,38.7903,9,255,3
24250,1.5,-3,39.3293,9,255,3
24500,1.5,-3,39.8654,9,255,3
24750,1.5,-3,40.3983,9,255,3
25000,1.5,-3,40.928,9,255,3
25250,1.5,-3,41.4541,9,255,3
25500,1.5,-3,41.9766,9,255,3
25750,1.5,-3,42.4952,9,255,3
26000,1.5,-3,43.0099,9,255,3
26250,1.5,-3,43.5203,9,255,3
26500,1.5,-3,44.0264,9,255,3
26750,1.5,-3,44.5279,9,255,3
27000,1.5,-3,45.0248,9,255,3
27250,1.5,-3,45.5167,9,255,3
27500,1.5,-3,46.0035,9,255,3
27750,1.5,-3,46.4851,9,255,3
28000,1.5,-3,46.9613,9,255,3
28250,1.5,-3,47.4319,9,255,3
28500,1.5,-3,47.8968,9,255,3
28750,1.5,-3,48.3556,9,255,3
29000,1.5,-3,48.8084,9,255,3
29250,1.5,-3,49.2548,9,255,3
29500,1.5,-3,49.6948,9,255,3
29750,1.5,-3,50.1282,9,255,3
30000,1.5,-3,50.5547,9,255,3
30250,1.5,-3,50.9742,9,255,3
30500,1.5,-3,51.3865,9,255,3
30750,1.5,-3,51.7915,9,255,3
31000,1.5,-3,52.1889,9,255,3
31250,1.5,-3,52.5786,9,255,3
31500,1.5,-3,52.9605,9,255,3
31750,1.5,-3,53.3343,9,255,3
32000,1.5,-3,53.6999,9,255,3
32250,1.5,-3,54.057,9,255,3
32500,1.5,-3,54.4056,9,255,3
32750,1.5,-3,54.7454,9,255,3
33000,1.5,-3,55.0763,9,255,3
33250,1.5,-3,55.3981,9,255,3
33500,1.5,-3,55.7105,9,255,3
33750,1.5,-3,56.0136,9,255,3
34000,1.5,-3,56.307,9,255,3
34250,1.5,-3,56.5905,9,255,3
34500,1.5,-3,56.8641,9,255,3
34750,1.5,-3,57.1275,9,255,3
35000,1.5,-3,57.3806,9,255,3
35250,1.5,-3,57.6231,9,255,3
35500,1.5,-3,57.855,9,255,3
35750,1.5,-3,58.076,9,255,3
36000,1.5,-3,58.286,9,255,3
36250,1.5,-3,58.4847,9,255,3
