idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,17.5,-5.0,0.0,5.419484009946066e-16,1.1342158896696699e-15,0.08069568992625142,-6.5033808119352796e-15,-1.361059067603604e-14,-2.2459482791150167,0,70,255.0,255.0,255.0
1,0.05,17.5,-5.0,0.001248244837345051,2.4929626445751905e-16,5.21739309248048e-16,-0.030347982633924332,-5.202704649548224e-15,-1.0888472540828831e-14,-2.1957986232920135,0,70,255.0,255.0,255.0
2,0.1,17.5,-5.0,-0.0029930068835399325,2.1677936039784263e-17,4.5368635586786626e-17,-0.13888417240294992,-3.9020284871611676e-15,-8.166354405621623e-15,-2.1456489674690102,0,70,255.0,255.0,255.0
3,0.15000000000000002,17.5,-5.0,-0.012598381023097443,-1.4090658425859778e-16,-2.948961313141143e-16,-0.24491287938082537,-2.601352324774111e-15,-5.444236270414415e-15,-2.095499311646007,0,70,255.0,255.0,255.0
4,0.2,17.5,-5.0,-0.02744250344176997,-2.3845729643762685e-16,-4.99054991454655e-16,-0.3484341035675506,-1.3006761623870556e-15,-2.7221181352072066e-15,-2.0453496558230038,0,70,255.0,255.0,255.0
5,0.25,17.5,-5.0,-0.0474,-2.709742004973033e-16,-5.671079448348349e-16,-0.44944784496312573,0.0,0.0,-1.9952000000000023,0,70,255.0,255.0,255.0
6,0.30000000000000004,17.5,-5.0,-0.07234549655823007,-2.3845729643762685e-16,-4.990549914546547e-16,-0.5479541035675508,1.300676162387057e-15,2.72211813520721e-15,-1.9450503441769975,0,70,255.0,255.0,255.0
7,0.35000000000000003,17.5,-5.0,-0.10215361897690259,-1.4090658425859764e-16,-2.9489613131411396e-16,-0.6439528793808255,2.6013523247741128e-15,5.444236270414417e-15,-1.8949006883539925,0,70,255.0,255.0,255.0
8,0.4,17.5,-5.0,-0.13669899311646008,2.1677936039784362e-17,4.536863558678702e-17,-0.73744417240295,3.902028487161168e-15,8.166354405621625e-15,-1.8447510325309877,0,70,255.0,255.0,255.0
9,0.45,17.5,-5.0,-0.17585624483734508,2.492962644575192e-16,5.217393092480484e-16,-0.8284279826339243,5.202704649548224e-15,1.0888472540828833e-14,-1.794601376707983,0,70,255.0,255.0,255.0
10,0.5,17.5,-5.0,-0.2195,5.419484009946066e-16,1.1342158896696699e-15,-0.9169043100737484,6.50338081193528e-15,1.3610590676036041e-14,-1.7444517208849692,0,70,255.0,255.0,255.0
11,0.55,17.5,-5.0,-0.26749985860442493,7.045329212929887e-16,1.474480656570571e-15,-1.0025716030958727,-5.5220263365470826e-30,-1.262177448353619e-29,-1.6822399999999949,0,70,255.0,255.0,255.0
12,0.6000000000000001,17.5,-5.0,-0.31970531720884987,5.419484009946061e-16,1.134215889669669e-15,-1.0851283100737479,-6.503380811935291e-15,-1.3610590676036066e-14,-1.6200282791150205,0,70,255.0,255.0,255.0
13,0.65,17.5,-5.0,-0.37596084651106226,5.419484009946068e-17,1.1342158896696602e-16,-1.1645744310073745,-1.300676162387056e-14,-2.7221181352072085e-14,-1.557816558230046,0,70,255.0,255.0,255.0
14,0.7000000000000001,17.5,-5.0,-0.4361109172088498,-7.587277613924503e-16,-1.5879022455375417e-15,-1.2409099658967526,-1.9510142435805847e-14,-4.083177202810814e-14,-1.4956048373450717,0,70,255.0,255.0,255.0
15,0.75,17.5,-5.0,-0.5,-1.8968194034811233e-15,-3.969755613843845e-15,-1.3141349147418817,-2.601352324774112e-14,-5.4442362704144164e-14,-1.4333931164600866,0,70,255.0,255.0,255.0
16,0.8,17.5,-5.0,-0.5674742690240705,-2.579674388734328e-15,-5.398867634827629e-15,-1.384351484048959,-1.3006761623870359e-15,-2.7221181352071656e-15,-1.3752696558230018,0,70,255.0,255.0,255.0
17,0.8500000000000001,17.5,-5.0,-0.6383867121876984,-2.026887019719827e-15,-4.241967427364562e-15,-1.451661880324182,2.341217092296705e-14,4.899812643372983e-14,-1.3171461951859167,0,70,255.0,255.0,255.0
18,0.9,17.5,-5.000000000000001,-0.712592020839291,-2.3845729643762645e-16,-4.990549914546524e-16,-1.5160661035675507,4.812501800832109e-14,1.0071837100266672e-13,-1.2590227345488318,0,70,255.0,255.0,255.0
19,0.9500000000000001,17.5,-5.0,-0.7899448863272559,2.7856147811122827e-15,5.829869672902117e-15,-1.5775641537790652,7.283786509367517e-14,1.5243861557160372e-13,-1.200899273911747,0,70,255.0,255.0,255.0
20,1.0,17.5,-5.0,-0.8703,7.045329212929887e-15,1.474480656570571e-14,-1.6361560309587253,9.75507121790292e-14,2.041588601405406e-13,-1.1427758132746622,0,70,255.0,255.0,255.0
21,1.05,17.5,-4.999999999999999,-0.9535126652992935,9.614164633644322e-15,2.0120989882739943e-14,-1.6918784607082915,5.2027046495481435e-15,1.0888472540828662e-14,-1.086121376707985,0,70,255.0,255.0,255.0
22,1.1,17.5,-4.999999999999998,-1.039440634040357,7.565599677884702e-15,1.5833653819788575e-14,-1.744768168629524,-8.714530287993292e-14,-1.8238191505888327e-13,-1.0294669401413077,0,70,255.0,255.0,255.0
23,1.1500000000000001,17.5,-4.999999999999997,-1.1279422701317738,8.996343456510248e-16,1.8827983768515978e-15,-1.7948251547224223,-1.7949331040941396e-13,-3.756523026585953e-13,-0.9728125035746304,0,70,255.0,255.0,255.0
24,1.2000000000000002,17.5,-4.999999999999998,-1.2188759374821272,-1.0383731363056715e-14,-2.1731576446070985e-14,-1.8420494189869872,-2.71841317938895e-13,-5.689226902583072e-13,-0.9161580670079532,0,70,255.0,255.0,255.0
25,1.25,17.5,-5.0,-1.3121,-2.6284497448238425e-14,-5.5009470648978996e-14,-1.8864409614232178,-3.641893254683758e-13,-7.621930778580182e-13,-0.8595036304412815,0,70,255.0,255.0,255.0
26,1.3,17.5,-5.0000000000000036,-1.407478269778756,-3.587698414584297e-14,-7.508509189613215e-14,-1.9283266731178765,-1.951014243580556e-14,-4.083177202810743e-14,-0.8159248373450665,0,70,255.0,255.0,255.0
27,1.35,17.499999999999993,-5.000000000000006,-1.5048963516508744,-2.823551169181898e-14,-5.909264785178975e-14,-1.9680334451577246,3.2516904059676465e-13,6.805295338018034e-13,-0.7723460442488516,0,70,255.0,255.0,255.0
28,1.4000000000000001,17.499999999999996,-5.000000000000009,-1.604245298633615,-3.3600800861664775e-15,-7.032138515951764e-15,-2.005561277542762,6.698482236293349e-13,1.4018908396317142e-12,-0.7287672511526365,0,70,255.0,255.0,255.0
29,1.4500000000000002,17.5,-5.000000000000006,-1.705416163744237,3.8749310671114564e-14,8.10964361113818e-14,-2.0409101702729884,1.014527406661905e-12,2.123252145461625e-12,-0.6851884580564216,0,70,255.0,255.0,255.0
30,1.5,17.5,-5.0,-1.8083,9.809266058002382e-14,2.0529307603021027e-13,-2.074080123348404,1.3592065896944739e-12,2.844613451291533e-12,-0.6416096649602139,0,70,255.0,255.0,255.0
31,1.55,17.500000000000004,-4.999999999999987,-1.9127806555856837,1.3389377194972755e-13,2.8021937770178866e-13,-2.104638846820203,7.283786509367419e-14,1.5243861557160163e-13,-0.5807392739117488,0,70,255.0,255.0,255.0
32,1.6,17.500000000000014,-4.999999999999974,-2.018713159356147,1.0537644708939121e-13,2.2053693758737043e-13,-2.132154050739579,-1.2135308595071255e-12,-2.5397362201483297e-12,-0.5198688828632838,0,70,255.0,255.0,255.0
33,1.6500000000000001,17.500000000000014,-4.999999999999967,-2.125945335333768,1.2540685999014901e-14,2.6245755686955452e-14,-2.1566257351065317,-2.4998995841079254e-12,-5.231911055868261e-12,-0.4589984918148188,0,70,255.0,255.0,255.0
